grant_id,title,abstract,funder,status,amount_gbp,start_date,end_date,source_url
98855C57-54EE-49E7-A42E-0036D8CEE344,Unlocking the Circular Economy - Realising the potential of the Biological Cycle,"Opportunity / Hypothesis In classic Circular Economy thinking, resource flows are divided into the Technical Cycle (managing stocks of finite resources, such as minerals and fossils), and the Biological Cycle (managing flows of renewable resources, such as agricultural products, and renewable energy). The two are best kept separate, and have different applications. Biological materials are ideal for short lived-uses, need no segregation before decaying to yield valuable nutrients, energy, and water, and are benign if they fall into the environment. Technical materials are better used for long-lived applications, need segregation into specific resource re-use pathways, and can contaminate the environment, say with metals or CO2. The hypothesis is that not only is the current economy predominantly linear, it specifically underutilises the biological cycle. Symptoms include: - Agriculture based on heavy use of synthetic fertilisers, which pollute water systems, deplete soil health, and have a high carbon footprint - The failure to provide widespread sustainable sanitation systems, in part caused by failing to see them as part of the biological and water cycles - The use of plastics for short-lived applications which naturally involve mixing with biological materials - food packaging, sanitary products, nappies , uses after which re-use and recycling are always likely to be very limited, and durable waste proliferates - The absence of consistent collection and processing of multiple forms of biological waste, in developed and developing countries - Increasing energy recovery from waste incineration, which in effect makes plastic a fourth fossil fuel, as opposed to recovering renewable energy from biological sources The aim is to reverse the triple negative impact of this linear model: - Profit: although the linear model has highly optimised business models, there is evidence that the circular model can be economically favourable, realising value in resources, and enabling financially sustainable businesses and infrastructure. - Planet: the linear model contaminates land, air, and water, diminishes soil health, and depletes resources and ecosystems , the circular model can help to regenerate all of these. - People: these two outcomes combine to indicate that the circular model could enable sustainable systems with important social/health benefits, particularly sanitation. In practical terms this would mean two design changes, needed in parallel: - Widespread introduction of infrastructure which collects all forms of biological/compostable waste (a better term is resource) and safely yields water, renewable energy, nutrients, and other valuable products. - Substitution, within food / consumer goods products and their supply chains: a) biodegradable materials replacing (some) plastics b) recycled nutrients and water replacing synthetic fertilisers and fresh water c) renewable bio-energy replacing fossil-based energy and wood fuel This research will help businesses and infrastructure providers to design and implement these systems, providing practical guidance and methodologies.",Studentship,Closed,0,,,https://gtr.ukri.org/projects?ref=98855C57-54EE-49E7-A42E-0036D8CEE344
989A034D-6E1D-46D1-A0DF-017521C01D57,STFC Bristol 2015 DTP,"Doctoral Training Partnerships: a range of postgraduate training is funded by the Research Councils. For information on current funding routes, see the common terminology at https://www.ukri.org/apply-for-funding/how-we-fund-studentships/. Training grants may be to one organisation or to a consortia of research organisations. This portal will show the lead organisation only.",Training Grant,Closed,0,,,https://gtr.ukri.org/projects?ref=989A034D-6E1D-46D1-A0DF-017521C01D57
98AAA287-BFB1-4113-A54F-01AEC88607FA,Defining Freedom of the Press: A Cross national examination of press ethics and regulation in ten European countries,"Inquiries into the ethics of the UK press, prompted by a series of scandals associated with newspapers, have hitherto been far too parochial: too focussed on the UK itself, they have missed opportunities to learn from parallel developments and concerns overseas. This project, in contrast will develop knowledge and understanding of how press councils in comparable jurisdictions from around Europe approach the difficult questions in media ethics of balancing freedom and responsibility. Significantly, it will also examine news work itself and explore the extent to which ethical codes impact on the daily working practices of journalists, news workers and those directly affected by the activities of the press. The isolationism that has characterised the debates about press ethics has hitherto hindered the possibility of benchmarking and learning from other societies in which problems of ethics and regulation have been addressed by legislators, journalists and the general public. By examining the top European nations in the World Press Freedom rankings, this project will develop a set of evidence based recommendations to the UK regulator (IMPRESS) that can be used to provide a benchmark for the UK press code of ethics. This project will directly help IMPRESS and other organisations review and update future iterations of their codes and related guidance. It will help establish norms of journalism ethics in these areas. Moreover, by examining how the press councils in these countries intersect with the law (e.g., do they have statutory status or recognition; are their judgments recognised by the courts; how do their codes overlap with the law?), we will gain a much richer understanding of how press regulation operates in practice, rather than in theory. This would then offer the possibility of learning from best practice as to what can work and what can be viable in addressing issues around press self-regulation. By holding them accountable to more comprehensive standards, this research will allow regulators to support publishers in achieving a new status and profile, which will allow them to both pursue the classical liberal rationale for journalism as 'watchdog' or 'fourth estate' - and challenge the hegemony of the corporate press. This could have far-reaching social impact given the technological and societal changes that that the news landscape faces not only in producing viable and sustainable codes of conduct but also helping to strengthen this new sector of the news media and protect groups that have hitherto been subject to press abuses.",Research Grant,Closed,0,,,https://gtr.ukri.org/projects?ref=98AAA287-BFB1-4113-A54F-01AEC88607FA
98C11E56-D17D-447A-8526-016EB2216486,Optimal investment in costly anti-predator defences,"his application describes the first integrated theoretical-empirical study of a major feature of almost all ecologies: namely repellent anti-predator defences. Predation is a fundamental process in the structuring of ecological communities, allowing energy flow from primary producers to higher trophic levels. Predation, and the need of potential prey to avoid attack, is also one of the most pervasive causes of co-evolution in ecological communities. Although great strides have been made in understanding the mechanistic functioning of anti-predator defences, here we take a more ecological view, seeking to explore whether general trends can be seen in variation in the extent of such defences within and among species. This requires integration of knowledge of the effectiveness of defences with consideration of their costs. In particular, we will focus on the taxonomically and ecologically widespread case of toxins and other chemical defences. Chemical defences are particularly common among ectotherms and have been intensively studied from a mechanistic and physiological viewpoint. Further, the distribution of such defences have been considered both taxonomically and geographically. However, there is currently no predictive theory on optimal levels of investment in repellent anti-predator defences, within which such empirically-derived patterns can be interpreted. This stands in contrast to the intense theoretical attention that has focussed on the evolution and maintenance of 'aposematic' signals that can warn potential predators of such chemical defences. However, existing aposematism theory can make no predictions about variation in optimal levels of secondary defences since this theory treats such defences in a simplistic manner as fixed traits that are not subject to selection. The small number of previous works that have sought to determine optimal investment in constitutive secondary defences implicitly assume that although chemical defences act to reduce predation in immature life-history stages, the physiological cost of such defences is only manifest as reduced fecundity in the adult stage. However, there is abundant empirical evidence that acquisition of toxins can slow juvenile growth rates. Hence, the key trade-off is ecological: in that investment in defence increases the chance of surviving an attack, but may increase exposure to attacks by slowing growth rate and so increasing time to maturity. The fact that mathematical treatments of optimal defences have ignored this trade-off greatly limits the taxonomic applicability of these models. Hence, this trade-off lies at the heart of our proposed study. Thus, the aims of this project are to: 1. Provide the first general predictive theory of investment in anti-predator defences, and how this changes with ontogeny, life history and ecology. 2. Parameterise this model using existing empirical relationships and purpose designed experiments. 3. Use this model to make predictions about how investment in defence should change for different ecological situations, life-history strategies and developmental stages. 4. Evaluate these predictions using existing and purpose-collected comparative data. Specifically we will construct state-dependent dynamic programming models to explore the following five issues: a) the effects of external ecology on investment in defence b) the relation between life-history and investment in defence c) the relationship between activity, microhabitat exploitation and investment in defence d) the evolutionary ecology of sequestering versus synthesising of toxins e) the relation between investment in defence and ontogenic colour change This theoretical development will be supported by purposed designed experiments design to parameterise, evaluate and validate model assumptions, and by comparative analysis aimed at testing model predictions.",Research Grant,Closed,0,,,https://gtr.ukri.org/projects?ref=98C11E56-D17D-447A-8526-016EB2216486
98DA855F-9D41-4C81-BF3D-014CBF17A153,Main Group Catalysis for Sustainable Piezoelectrics,"The overall project of the goal is to investigate whether new main group catalysts can be used to produce sustainable ferroelectric materials with interesting tuneable properties.
In this project, the exploitation of the polar nature of N-Heterocyclic phosphine compounds (NHP-X) to undertake ring-opening polymerisation (ROP) studies on lactide and other cyclic esters (in concert with Los Alamos National Lab) will be investigated. Beyond the 5-membered NHP-X catalysts reported in the literature, a range of new catalyst scaffolds will be applied to investigate the effect of N-substituent; P-substituent; N-P-N angle and pi-delocalisation upon the polymer properties of the resulting polyester. The ability to vary the microstructure of polyesters offered by NHP catalysts (i.e. tacticity, chain length, end groups, ability to prepare copolymers) provides a unique opportunity to develop structure-activity relationships and measure the ferroelectric properties of such polymers. 
Aims of the project:
Aim 1: Investigation of the catalytic efficacy of known and new NHP-X species in ROP and other reactivity. (Using standard air sensitive chemistry techniques including Schlenk techniques, and utilising analytical chemistry methods for characterisation such as nuclear magnetic resonance (NMR) spectroscopy, mass spectrometry and single crystal X-ray diffraction.) 
Aim 2: Interrogation of monomer scope, valorization and depolymerization potential. (Polymerisations will be monitored and the products will be analysed using techniques such as NMR spectroscopy, differential scanning calorimetry, powder X-ray diffraction and MALDI-TOF mass spectrometry.) 
Aim 3: Investigation of the dielectric and ferroelectric properties of NHP-X derived polymers. (Ferroelectric, pyroelectric and piezoelectric properties of the polymers will be measured in collaboration with the Department of Mechanical Engineering, by measuring the change in polarisation of the material under the application of electric field, temperature change and pressure.)",Studentship,Closed,0,,,https://gtr.ukri.org/projects?ref=98DA855F-9D41-4C81-BF3D-014CBF17A153
9924F6F8-FADB-44EC-B7DB-0156CF6D8E37,Defining the functional roles of MUC5AC and MUC5B in mucus in respiratory airways,"Mucus is the jelly-like substance produced by the lungs to defend the body against pollution, bacteria, viruses and other environmental agents. Mucus acts to trap environmental agents and their removal from the lung is made possible by what is known as the ?mucociliary escalator?: Cells lining the surface of the large airways have tiny hairs called cilia which interact with mucus to trap and remove debris from the lungs. The beating action of the cilia moves the mucus up to the throat, where it is swallowed. 

Individuals suffering from airway diseases such as asthma, cystic fibrosis and chronic bronchitis face the constant struggle of not only making too much mucus, but that the mucus produced is stickier than normal. Such sticky mucus cannot be moved by the cilia, resulting in the airways becoming blocked.

Mucus is a complex viscous mixture made up of electrolytes, water and extremely large, rope-like molecules called mucins. There are two types of mucins in the mucus of the large airways, MUC5AC and MUC5B. In disease we know that there is a much larger amount of both mucins produced, which contributes to blocking the airways. In addition, recent research suggests that the ratio of MUC5AC and MUC5B in the mucus gel can alter how the mucus is moved by cilia, but exactly how this happens is not currently understood.

In light of this, our principal research question is: Do the two mucins, MUC5AC and MUC5B, make mucus gels which can be moved by cilia with equal efficiency, and do other components of the mucus gel interact with the mucins to alter how mucus is moved?

To answer this question, we are bringing together research teams in Biology and Physics in order to understand the distinct contributions of MUC5AC and MUC5B to the stickiness of the mucus gel. We will also find out what other molecules are critical for creating a moveable mucus gel which can be cleared from the airways. Understanding the organisation of mucus gels in health and disease will enable the design of new treatments for people suffering with airway obstruction.",Research Grant,Closed,0,,,https://gtr.ukri.org/projects?ref=9924F6F8-FADB-44EC-B7DB-0156CF6D8E37
9925CCEE-4835-4693-82F0-019AD1680E46,"Contesting Money: public finance and the social limits of state power in Hungary, 1945-58","Having been at the centre of academic, political, and public discussions since the financial crash of 2008, money continues to be a puzzle in the post-pandemic world today. The fiscal capacity of states has been fiercely debated both on the political left and right in the wake of soaring energy prices and a cost of living crisis. Although since March 2020 governments around the world have unwittingly embarked on a course of increased fiscal intervention in public matters, commentators of this policy continue to warn us about the detrimental effects of 'socialist' fiscal conduct. This project will contribute to this discourse through considering money as a social institution regardless of economic system types to overcome the 'market-plan' dichotomy explicit in contemporary debates. It will provide a new theoretically-grounded empirical historical case study on how, and with what repercussions, the Hungarian postwar state prioritised fiscal policy over the central bank to create a stable money, prices, and full employment in 1945-58, from the world record hyperinflation of 1945-6 to the consolidation of communist power after the 1956 revolution. In arguing for a more nuanced and social relational understanding of the currency, the project will inform historiography as well as academic and policy debates on the fiscal limits of state power in remedying present day social and ecological issues. Moreover, the study will establish a new theoretical framework to study economic and political change based on the interrelationship of the means (taxes, bonds, credits, the lottery), methods (propaganda, wage and price policy), and implications (price levels, purchasing power) of public finance.

My three interrelated aims in this project are (1) to produce a monograph based on my PhD thesis, (2) to build new networks for academic and non-academic cooperation, and (3) to disseminate my research and make impact by informing public discourse.

(1) The monograph will explore state capacity, the social limits of fiscal control, and the effects of various voluntary (loans, savings deposits, the lottery), quasi-voluntary (state-loans), and involuntary (taxes) contractual fiscal arrangements on the development of political and economic change in postwar Hungary. It will offer a social history of money both 'from above' and 'below' through five chronological stages: the establishment (1945-6) and rethinking of the currency (1946-8); funding Stalinism (1948-53); financing the people (1953-6); and the consolidation of money (1956-8). I plan to submit the manuscript to Cambridge University Press by the end of the fellowship.
(2) As well as drafting the monograph, I will establish new channels and activities to further research impact and public engagement. I will disseminate my research through presentations at two academic conferences and a specialist panel at the British Association for Slavonic &amp; East European Studies. In addition, I will organise an international, interdisciplinary conference on the social history of money in the contemporary world. Besides early career and established scholars, I will invite representatives of British and Hungarian social science policy and research institutes to participate in a keynote and a roundtable to further international knowledge exchange by considering the ways in which historical case studies could help inform contemporary policy debates.
(3) I will publish five short articles online during the length of the fellowship in order to make my research accessible to the wider public. This will include three empirical case studies on the fiscal dimensions of historical change in postwar Europe and two theoretical outputs on the ways reconsidering money as a social institution could help us address contemporary social and ecological issues. This will be achieved in collaboration with various media outlets such as History &amp; Policy and The Conversation in the UK and &Uacute;j Egyenlos&eacute;g and M&eacute;rce in Hungary.",Fellowship,Closed,0,,,https://gtr.ukri.org/projects?ref=9925CCEE-4835-4693-82F0-019AD1680E46
998F67A1-075A-428E-9389-0195D8472146,The UK Nuclear Data Network,"We propose to create a UK Nuclear Data Network (UKNDN) that establishes a strong connection between academia, industrial partners, national labs, regulators and UK representatives on international nuclear data committees (IAEA, NEA) in order to facilitate the measurement, analysis and dissemination of industrial nuclear data. Industrial nuclear data are defined as those data that underpin the safety and economics of industrial nuclear operations and processes. This proposal addresses the Energy Global Challenge by setting up a network that will respond to the nuclear data needs of industry, particularly as new reactor technologies are developed. The network will provide support for small-scale and scoping projects as well as travel and opportunities for secondment for students and early-career researchers. It will facilitate UK involvement in the international experimental nuclear data effort.",Research Grant,Closed,0,,,https://gtr.ukri.org/projects?ref=998F67A1-075A-428E-9389-0195D8472146
A7F29CBD-5BDC-4070-A6BB-01CB215FBF56,Valuing Nature Programme Coordination Team,"The concepts behind Valuing Nature are coming of age, emerging from the Millennium Assessment, and in the UK the subsequent UK National Ecosystem Assessment and the Natural Environment &amp; Water White Papers published in 2011. Valuing Nature necessitates the bringing together of a wide range of disciplines: including the natural and social sciences, economics and the humanities. It also requires engagement from a broad range of business and policy interests. This presents significant challenges in cross disciplinary working. Building on lessons learnt in the first phase of the Valuing Nature Network (and through our Programme Advisory Goard, the RELU and BESS programmes and the HOPE initiative), this proposal aims to provide an innovative set of activities that will extend beyond the more traditional conference formats to include a) interactive sessions that build a shared understanding of concepts and vocabularies; and b) themed activities in partnership with other major consortia and initiatives in this field (e.g. NW+) (WP 1). We will also engage with key business and policy stakeholders designing events using interactive formats such as a) surgery sessions; b) dialogue sessions and c) 'unconference' events. The emphasis here is on mutual information exchange and learning, and will again be delivered in partnership with such organisations as NCI, Eftec and the KTN (WP2). Finally, our last work package (WP3) provides the behind the scenes building blocks to deliver such an interdisciplinary programme, including programme management, communications, data management, web site, monitoring and evaluating programme activies, and establishing a longer term legacy for Valuing Nature.
The overarching aim of this programme is to provide the interdisciplinary science needed to put the value of nature at the core of the economy. This requires a truly integrated response to the research challenges posed involving the full range of constituents outlined in our proposal. If this is successfully implemented, then the impact of this research programme will be very significant in terms of the societal benefits it will bring.",Research Grant,Closed,0,,,https://gtr.ukri.org/projects?ref=A7F29CBD-5BDC-4070-A6BB-01CB215FBF56
A801D76F-ADCA-4143-AD4A-01CEF616DD0F,Interpreting and targeting NERC-funded research outputs to inform and influence marine policy,"Knowledge exchange activities are often limited in funding, and the communication formats respected in the scientific community, such as peer-reviewed publications and scientific conference talks, are not appropriate to disseminate research to policy and decision makers. Policy makers and scientists communicate in their own jargon-centric languages, which leads to miscommunications and lack of understanding between the two groups. Consequently, scientific research may not be integrated in to the decision making process, with end users left either unaware of or not clearly understanding how science can support and inform management, adaptation and mitigation options. It is crucial that good scientific research supports the development of policy indicators and setting of environmental targets in order to successfully implement marine policy; the UK government could be held responsible for exceeding or not meeting these legally binding targets. 

This project seeks to promote the use of CPR science, expertise and data to support UK, EU, and international decision-making while identifying new opportunities and policy-relevant applications for SAHFOS data and science. The fellowship will integrate science-policy expertise and CPR data into the UK and EU political processes through the involvement in national and international pelagic expert groups, including leadership of the implementation of the MSFD for pelagic habitats at the UK and OSPAR levels, and membership on key UK and international policy boards. CPR data and research will be transformed to targeted policy-relevant scientific advice for UK, EU and international policy and decision makers, with particular focus on under-disseminated NERC-funded CPR research. New end users of CPR research and data will be identified in order to cultivate new knowledge exchange links and applications. Policy advice gaps and future needs will be assessed in order to steer CPR research towards policy relevance. These steps towards the effective application and development of CPR science will result in better evidence to support marine management and conservation. 

The applicant is experienced in engaging and communicating with UK, EU and international policy and decision makers, and drawing links between CPR research and policy needs and has a wide UK and EU science-policy network. However, her work is repeatedly constrained by funding limitations which have resulted in inefficiencies and boundaries to the effectiveness and reach of policy impact-generating activities. Many opportunities to create policy impact from CPR data are underfunded and revenue-earning contracts and projects are often necessarily prioritised. Although she is currently contributing to MSFD implementation and serving on evidence groups, the work is only partially and inconsistently funded and must be performed as limited resources allow. This KE Fellowship will remove the funding barrier to applying CPR science to policy implementation and facilitate the direct inclusion of CPR research and data into the UK and international policy process. The fellowship will enable the applicant to consistently and efficiently perform policy impact generating work in dedicated working time, and will allow her to better utilise her network of contacts to more effectively exploit CPR science. A key component will be the generation of policy impact for NERC-funded work which has never been disseminated - MSFD application of core contract microbial genetic research and international policy impact of the Global Alliance of CPR Surveys (GACS).",Fellowship,Closed,0,,,https://gtr.ukri.org/projects?ref=A801D76F-ADCA-4143-AD4A-01CEF616DD0F
A5237483-E781-454F-A7BC-01C903E52E48,Epigenetic control of stem cell activity during epithelial tissue regeneration,"In the era of tissue engineering and the development of novel approaches for stem cell-driven organ regeneration, it is important for researchers and physicians to understand how multi-potent stem cells differentiate into specialized cell types, and why these processes are altered in pathological conditions, such as cancer, autoimmune conditions, impaired tissue regeneration, wound healing, hair loss.

Adult stem cells contribute to the regeneration process of many organs in a healthy organism. The mechanisms that control stem cell activity, however, are altered in many disorders. Research into the relationship between these disorders and the changed mechanisms is, thus, an important area for biomedical research. 

Skin serves as an important source of adult stem cells, and several distinct adult somatic cell populations isolated from the skin were successfully employed for reprogramming and generation of induced pluripotent cells. 

Research into genome and chromatin biology over the last two decades has revealed that in addition to genetic mechanisms, lineage-specific gene expression programs are also regulated epigenetically, i.e., via biochemical modification of the chromatin structure. 

Polycomb group proteins are epigenetic regulators that operate as transcriptional repressors, compacting chromatin via enzymatic histone modifications and preventing binding of the transcription machinery to gene promoters. The polycomb group proteins play a critical role in the control of epithelial stem cell renewal and differentiation in the skin. Cbx4 as a member of Polycomb family of proteins protects epithelial stem cells from ageing in normal skin. However, its role in the control of stem cell activity during wound healing remains unclear. 

This proposal represents a logical continuation of productive collaboration between two laboratories currently supported by the grants from the Medical Research Council UK, National Science Foundation of China and UK-China Science Bridge Programme. This proposal will extend these studies to define the role of Polycomb repressor Cbx4 in the control of stem cell activity in the skin during wound-induced regeneration. 

Successful performance of this project will help in better understanding the complexity of regulatory mechanisms that control stem cell activity in regenerating epithelial tissues and in designing new approaches on how to target stem cells in the clinical conditions accompanied by their un-controlled activation/expansion or exhausting/loss.",Research Grant,Closed,0,,,https://gtr.ukri.org/projects?ref=A5237483-E781-454F-A7BC-01C903E52E48
A602D560-14F1-4E6E-92D9-011FECDD8142,From Memories to Legacies: Transforming Heritage Stories with TELL's AI,"Recognized as a leading parenting app with over 400,000 downloads, TELL is dedicated to enriching family connections and preserving cultural heritage through storytelling. The app offers a unique platform for families to share memories, from Grandfather's WWII adventures to the story of how Mom &amp; Dad met, or little Johnny's first book report.

Our forthcoming project focuses on the development of an AI Story Maker, a groundbreaking feature that will personalise family narratives like never before. Leveraging the app's widespread use for sharing family stories, this new AI will craft unique tales from user responses to simple prompts. This technology transforms cherished family memories about people, places or anecdotes into beautifully illustrated, narrated books, creating tangible keepsakes for families.

This innovation is at the heart of TELL's mission, fostering family bonds and celebrating diverse heritages. By allowing users to preserve and share their legacies through personalised, printable stories, we're not just bridging generational gaps; we're setting a new standard in the UK publishing industry. This initiative promises to open significant revenue streams for TELL, reaffirming our commitment to merging technology with the timeless art of storytelling.",Collaborative R&D,Closed,0,,,https://gtr.ukri.org/projects?ref=A602D560-14F1-4E6E-92D9-011FECDD8142
A620F69A-3E8B-45B2-B022-0077C8AB1BDD,PLanCompS: Programming Language Components and Specifications,"Software comes in many different shapes and sizes: ranging from games and social networking systems through databases and office software to control system for vehicles and medical instrumentation. Regardless of its purpose, software is almost always written in high-level programming languages, which are significantly easier to use than the low-level machine languages which can be executed directly by computers.Before a program written in a high-level language can be run on a particular computer, the language needs to have been implemented on that computer. The implementation could be a compiler, which translates high-level programs to machine code; alternatively, it might directly interpret them, simulating their intended behaviour.Many hundreds of programming languages have been designed and implemented since the 1950s, and dozens are currently in widespread use. Major ones introduced since 1995 include Java, C#, Python, Ruby, OCaml, Delphi, and VBScript. Older languages evolve to incorporate new features: new versions of Fortran, Cobol, Ada, C++, Scheme and Haskell appear at intervals ranging from one to 10 years. New programming languages are continually being designed and implemented, with the aim of making it easier (or at least quicker and cheaper) for programmers to write useful software. So-called domain-specific languages (DSLs) are designed for use in a particular sector, such as banking or engineering, or particular application areas, e.g., interactive web pages; they are often obtained by extending general-purpose languages with features that correspond closely to standard concepts or notation in the targeted sector.The documentation of a language design is called a language specification. This usually consists of a succinct formal grammar, determining the syntax of the language (i.e., which sequences of characters are allowed as programs, and how they are to be grouped into meaningful phrases), together with a lengthy informal explanation of their semantics (i.e., the required behaviour when programs are run), written in a natural language such as English. Unfortunately, such explanations are inherently imprecise, open to misinterpretation, and not amenable to validation.This project will employ innovative techniques for specifying the semantics of languages completely formally. The main novelty will be the creation of a large collection of reusable components of language specifications. Each component will correspond to a fundamental programming construct, or funcon, with fixed semantics. Translation of program phrases to combinations of funcons determines the semantics of the programs, and specifying this translation is much simpler - and much less effort - than specifying their formal semantics directly. The project will test and demonstrate the advantages of this component-based approach to language specification using case studies involving specification of major programming languages (including C# and Java) and DSLs.Sophisticated tools and an integrated development environment will be designed and implemented by the project to support creation and validation of component-based language specifications. The tools will support automatic generation of correct prototype implementations directly from specifications, allowing programs to be run according to their formal semantics. This will encourage language designers to experiment with different designs before initiating a costly manual implementation of a particular design, which may lead to development of better languages.Funcon and language specifications will be stored in an open-access repository, and a digital library interface will support browsing and searching in the repository. The library will also provide access to digital copies of existing formal specifications of programming languages using previous approaches.",Research Grant,Closed,0,,,https://gtr.ukri.org/projects?ref=A620F69A-3E8B-45B2-B022-0077C8AB1BDD
A667E25E-2838-460D-9C6A-0175F0AC1311,Novel Hull Coating to Reduce Friction and Fouling,"Thales Underwater Systems and Exeter University have successfully collaborated in a program to evaluate the efficacy of the new material GRAPHENE to improve the efficiency of marine vessels. It is estimated that marine growth increases worldwide fuel bills by as much as 5% with a follow-on adverse effect on carbon and sulphur dioxide emissions. The aims of the project, which have been successfully achieved, were to replace potentially poisonous and environmentally unfriendly antifouling paints and biotoxins with hydrophobic graphene layers on a marine vessel. Graphene exhibits hydrophobicity, which means that it does not wet when in contact with water. The layer of air trapped between the water and the ship's hull means that marine growth and slime cannot adhere to the ship. The coefficient of friction significantly reduces since the vessel is effectively floating on a cushion of air with benefits to speed and fuel economy.",Collaborative R&D,Closed,0,,,https://gtr.ukri.org/projects?ref=A667E25E-2838-460D-9C6A-0175F0AC1311
A6691F72-D5CE-476E-88D2-01AD6619906D,"The Structure of the Universe: Cosmology, Exoplanets and Lattice QCD - supplementary grant","The proposal will advance the ambitious goals set out in the STFC Consolidated Grant, entitled Unveiling the Structure of the Universe. In particular, it will advance the study of processes in the solar atmosphere, it will provide new tests of modified gravity, it will advance the application of new statistical tools to galaxy surveys, and it will support the computing and programming support for the simulation and modelling on which the whole grant depends.",Research Grant,Closed,0,,,https://gtr.ukri.org/projects?ref=A6691F72-D5CE-476E-88D2-01AD6619906D
A902FC01-90BB-42A3-8CEC-0090C9E0D9E0,Development of an infection detecting wound dressing,"Infection is the primary cause of complications following a burn injury. Even a small hot water scalds can become infected, which can lead to a great increase in pain, delayed healing, increased scarring, and a greater time in treatment (including antibiotic usage and surgery). This not only undermines the outcome for patients, but also increases costs to the NHS related to treatment, but also patients, in terms of days off work, travel to hospital, and related loss of income. In rare cases infection can lead to death, particularly in large and deep burns and even in children with small burns, via complications such as toxic shock syndrome. 
 
Despite the importance of identifying infection, this currently remains a major challenge for clinicians. Much of the difficulty arises from the fact that the symptoms of infection in burn patients can be very difficult to distinguish from other symptoms arising from inflammatory response to the burn itself, as well as other illness such as cold, sore throat etc. Because of these challenges, the standard methods that clinicians use to diagnose infection under other conditions are of limited value in treating burns patients. The situation is further complicated by the fact that most wounds have normal background level of bacteria, which does not need to be treated unless bacteria reach a certain level at which they begin to cause harm. However, clinicians may wait ~3 days to confirm the presence of bacteria in a wound, but these tests do not distinguish between beginning background levels and those representative of infection. Collectively, these limitations can also lead to patients being 'over treated', resulting in over and unnecessary prescription of antibiotics, dressing changes (which are often painful and may increase the risk of scarring), and extended hospital stay. 

The dressing being developed in this research programme indicates critical bacterial infection within a burn wound without the need to remove it. The dressing will signal infection by a simple colour change, that occurs when clinically relevant bacteria in the wound reach a level at which treatment is necessary. This can be used by clinicians directly at the patients bedside to provide more accurate and more effective treatment. In doing so our technology would not only improve outcomes for patients, but also reduce NHS costs and unnecessary antibiotic use.",Research Grant,Closed,0,,,https://gtr.ukri.org/projects?ref=A902FC01-90BB-42A3-8CEC-0090C9E0D9E0
A9086373-AA79-4F10-9743-005D1737539F,Battery and BMS Certification Pilot (BBCP),"In regions like Asia, notably India, electric bus OEMs grapple with battery pack challenges due to scorching climates, where temperatures often exceed 40&deg;C for over half the year. This leads to premature battery replacement, despite buses being designed to last 12 years. Faraday Battery (FaradayB) aims to combat this by developing a pilot battery pack operable from -20&deg;C to 50&deg;C, tailored for M &amp; N automotive applications. Leveraging patented technology, the project will obtain Indian certification (AIS 038 rev 3), aligning with EU/UK standards. Supported by Innovate UK projects, FaradayB's solution promises enhanced safety, robust thermal management, and a 12+ year lifespan. Collaborating with Indian OEMs FaradayB eyes market expansion and job creation in the UK.",Collaborative R&D,Closed,0,,,https://gtr.ukri.org/projects?ref=A9086373-AA79-4F10-9743-005D1737539F
